orig,kr
敵が毒状態の時、通常攻撃に土属性追撃効果　◆メイン装備時/主人公のみ,"적이 독 상태일 경우, 일반공격에 토속성 추격 효과　◆메인 장비시 / 주인공만"
ロイヤルアフェクション,로얄 어펙션


ル・フェイ,르 페이
三相一体の守護者達の清らかな大翼から生み落された羽。ひとたび煽げば風を呼び、ふたたび煽げば暴風を呼び起こし、みたび煽げば天衝く嵐を巻き起こす。その羽が秘めたる比類なき加護は如何ほどだろうか。
テスラ,테슬라


無垢なる竜の短剣,무구한 용의 단검

シーカ・ルーベル,시커・루벨
得意武器が「短剣」のキャラの攻撃力とHP上昇(大),특기무기가 「단검」인 캐릭터의 공격력과 HP 상승(대)


オメガバゼラード,오메가 배즐러드


ニーベルン・メッサー,니벨룽 메서
大いなる守護者の安寧を愛する尊き心は、災厄を封ずる楔となって顕現する。概念を貫き穿つ鋭き一閃は、空を脅かす混沌を、昏き空の底へと縫い付ける。
!라그르프
土属性ダメージ(特大)/味方全体の防御UP/弱体効果を*つ回復,토속성 데미지(특대) / 아군 전체의 방어 UP / 약화 효과를 *개 회복


ミトロンの宝剣,미트론의 보검
虚ろなれども、光は覇する。受け継いだ意思は短剣となり、全空を光で満ち溢れさせる。繁栄は常に光あるところにあり、煌めく刃はその覇道を先導する。


セフィラの翠刃,세피라의 취날
逆転ノトキハ来タレリ。未知ナル短剣ニテ道を切リ拓キ、ソノ先ニアル掉尾ヲ示セ。
フォービドゥンスライサー,포비든 슬라이서


刃鏡片,인경편
幻想的な光輝を放つ神秘の刃。堅く強靭な刀身は人々を脅威から守護する盾であり、そして脅威を殲滅する矛でもある。
剣盾一体,검순일체
土属性ダメージ(特大)/自分に刃鏡展開効果(防御UP/*、*ターン後に敵全体に土属性ダメージ),토속성 데미지(최대) / 자신에게 인경전개 효과(방어 UP / *、*턴 후에 적 전체에게 토속성 데미지)


トーニーローズ,토니 로즈
妖艶に光る薔薇の棘。香りのしない鋼鉄の花弁。それが武器であると気づいた時、すでに手遅れだろう。
ストーン・ローゼス,스톤 로제스


サンシャインブレード,선샤인 블레이드
スクールアイドルを応援するために作られた、自在に色を変えられる異世界の照明具。ショチトル島に伝わる巫女を応援するための道具、トレピリに奇しくも似ている。たとえ住む世界や文化は違えど、踊り輝く少女たちに届けたい想いは同じなのだろう。
コーリングアイドル,콜링 아이돌
水属性ダメージ(特大)/自分のダブルアタック確率UP,수속성 데미지(특대) / 자신의 더블어택 확률 UP
サンシャイナー,선샤이너
輝きの道しるべ,빛의 이정표
ダブルアタック確率UP効果が付与されている時、水属性追撃効果　◆メイン装備時/主人公のみ,"더블어택 확률 UP 효과가 부여되어있을 때, 수속성 추격 효과　◆메인 장비시 / 주인공만"


牛鬼包丁,규키호쵸
爛々と輝く、人ならざるものの双眸が刃に焼きついた忌まわしき包丁。一振りで人の身を裂き、二口で骨の髄まで喰らい尽くすばけものを、人は『鬼』と呼び畏れたという。
カラクレナイ,진홍색
闇属性ダメージ(特大)/自分の闇属性攻撃UP/呪い効果,암속성 데미지(특대) / 자신의 암속성 공격 UP / 저주 효과
紅ニ染マル刃,붉게 물든 칼
鬼参ル丑ノ刻,귀신에 씌인 소의 시간 
自分に呪い効果が付与されている時、闇属性追撃効果　◆メイン装備時/主人公のみ,"자신에게 저주 효과가 부여되어있을 때, 암속성 추격 효과　◆메인 장비시 / 주인공만"


ハツオイイルハル,하츠오이이루하루
その昔、昼を司る女神より人に与えられたといわれる石の剣。力なき少年が揺るぎない決意を胸に剣を手にした時、蒼き剣身が輝きを放ち、少年を太陽の如き英雄へ導いたという。
シュヴァルツ・ネーベル,슈바르츠 네벨
風属性ダメージ(特大)/自分に逆境効果,풍속성 데미지(특대) / 자신에게 역경 효과


ガンドリン,간드링
透き通るような水色が美しい短剣。名工の手によって仕上げられた切っ先は竜の鱗の鎧すら容易に切り裂くほど鋭いといわれているが、あまりの美しさに使用を躊躇う剣士が後を絶たず、その真価は誰も知らない。
ペイルブルー,페일블루
闇属性ダメージ(特大)/自分にバリア効果/弱体効果無効(*回),암속성 데미지(특대) / 자신에게 배리어 효과 / 역화 효과 무효(*회)


レター,레터
指教の天司達が常に携えている、白亜の短剣。刀身に施された白き羽の意匠は、人々の想いを繋ぐため飛び続ける彼女達を示している。
マイ・ディア,마이 디어


冬ノ霜柱,겨울의 서릿발
冬の大地を貫く霜柱を模した、緻密な細工の短剣。透き通るガラスのような刀身は怜悧な鋭さで的確に敵の急所に飛び込み、全てを凍り付かせる。
隆氷透徹,융빙투철 (隆氷透徹)
水属性ダメージ(特大)/味方全体のクリティカル確率UP,수속성 데미지(특대) / 아군 전체의 크리티컬 확률 UP


クリスタルベルフラワー,크리스탈 벨 플라워
水晶の如く透き通る清麗な花弁は、降り注ぐ陽射しを艶やかに照り返す。気高く凛と咲き誇るその姿は、見る者の心に一雫の祝福を齎す。
クリスタル・フロス,크리스탈 프로스
水属性ダメージ(特大)/味方全体に活性効果,수속성 데미지(특대) / 아군 전체에게 활성 효과


ラブライブ！ライト,러브라이브！라이트
スクールアイドルのライブを盛り上げるために作られた、自在に色を変えられる異世界の照明具。ショチトル島に伝わる巫女を応援するための道具、トレピリに奇しくも似ている。客席を埋め尽くす色とりどりの光は、舞台上で踊る少女達の瞳に鮮やかに映るのだった。
ミュージックスタート！,뮤직 스타트！
光属性ダメージ(特大)/自分の連続攻撃確率UP,광속성 데미지(특대) / 자신의 연속공격 확률 UP
ワン・ライト,원 라이트
みんなで叶える物語,다함께 이루는 이야기
光属性キャラに再生効果<br>◆メイン装備時,광속성 캐릭터에게 재생 효과<br>◆ 메인 장비시


ガロット,가로트

鬼気森然,귀기삼연
武器属性ダメージ(特大)/自分のアビリティ再使用間隔を*ターン短縮/執行Lvが*上昇,무기속성 데미지(특대) / 자신의 어빌리티 재사용 간격을 *턴 단축 / 집행 Lv *상승
執行者の賦性,집행자의 천성
バトル開始時、秘器の使用制限回数が*増加<br>◆メイン装備時/主人公のみ,배틀시작시 비기의 사용 제한 횟수가 *증가<br>◆메인 장비시 / 주인공만
執行者の資質,집행자의 자질


タミン・サリ,타밍 사리
不思議な光を纏った短剣。かつての英雄が肌身離さず持ち歩き、数え切れぬほどの勝利を重ねたという逸話を持つ。英雄はいつしか歴史の波に消え去ったが、英雄にかつて捧げられた人々の願いは、今もなお短剣の刃を煌々と輝かせるのだった。
レジェンダリー・シャイン,레전더리 샤인
光属性ダメージ(大)/防御DOWN(累積),광속성 데미지(대) / 방어 DOWN(누적)
英雄の体躯,영웅의 체구
光属性キャラのダメージ上限上昇,광속성 캐릭터의 데미지 상한 상승


ヒュプノスクリス,히프노스 크리스
まどろみの世界にのみ存在すると呼ばれる蛇行剣。歪んだ刀身はあらゆる光を吸い込むほどに昏く、触れるものに等しく、覚めることのない冷ややかな虚ろな眠りを与えるという。
ヴォイドリージョン,보이드 리전
水属性ダメージ(特大)/味方全体に高揚効果,수속성 데미지(특대) / 아군 전체에게 고양 효과


アーク,아크
陽光が透き通るほどに白く神々しい刀身はあらゆる万難を切り裂き、手にした者が進むべき道を示す。その道程は幸福と希望に満ち溢れた、輝かしいものとなるであろう。
光属性ダメージ(特大)/味方全体の弱体成功率UP,광속성 데미지(특대) / 아군 전체의 약화 성공률 UP


ドス,도스
それは闇夜に鈍く閃く刃。その切っ先を見た者が、次の朝日を望むことは叶わない──などと、とある筋の者達の間でまことしやかに囁かれている。
御命頂戴,어명이요
火属性ダメージ(特大)/自分に逆境効果,화속성 데미지(특대) / 자신에게 역경 효과


降魔の包丁,항마의 식칼
ダヌアの連れている人形が持つ包丁を強化したもの。鋭さを増した刃は斬り伏せた者の血を吸い上げたかのように赤黒く照り映え、心の淵に押し留めた悪念を呼び覚ます。
惨劇の暗翳,참극의 암영
光属性ダメージ(特大)/暗闇効果/闇属性攻撃DOWN,광속성 데미지(특대) / 암흑 효과 / 암속성 공격 DOWN


十天光輝の懐剣,십천광휘의 단검

断空乱舞,단공난무


ライトオープナー,라이트 오프너
軽量かつ丈夫さが売りのオープナー。シンプルながら、取っ手の部分には職人こだわりのシックなデザインが施されている。
アクセスカット,액세스 컷
開封の攻刃,개봉의 공인
鎧切り,갑옷 가르기
通常攻撃時に確率で敵の防御DOWN(累積)　◆メイン装備時/主人公のみ,일반공격시 확률로 적의 방어 DOWN(누적)　◆메인 장비시 / 주인공만


風信子の護剣,히아신스 호검
風信子石によって作られた、透き通るような褐色の刀身が目を惹く短剣。剣を忍ばす者の万難を排し、その身の永劫の安寧を約束するという。
ジルコン・スタブ,지르콘 스터브
土属性ダメージ(特大)/水属性攻撃DOWN,토속성 데미지(특대) / 수속성 공격 DOWN


ブラックローズ,블랙 로즈
妖艶なる薔薇の棘。香りのしない黒き鋼鉄の花弁は見るもの全てを虜にし、深淵へと誘う。それが武器であると気づいた時、咲き誇った尊き生命は儚く舞い散る。
ブラック・バカラ,블랙 바카라


ペイン・オブ・デス,페인 오브 데스
